column_name,original_csv_column,category,stage2_eligible,reason,leakage_risk,process_or_ET_parameter,notes
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ron,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ron_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Ron_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vboff_Id,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vboff_Id_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vboff_Id_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vp_0p7_mA_mm,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Bin,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Bin_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Bin_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_ChipStatus,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ids_max,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ids_max_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ids_max_norm,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ids_max_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_SD3p5,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_FPSD3p2,yes,B,yes,"Original raw-CSV numeric process/inline/ET measurement. Re-checked: not in the leakage-family list, not a constant column, not part of any exact-duplicate group (verified via content-hash across all numeric columns).",none,yes,"Eligible for Stage 2 regardless of standalone importance -- may still matter via nonlinear effects, thresholds, or interactions."
