raw_csv_parameter_name,spline_evidence_label,spline_relationship_class,spline_nonlinear_advantage,v2_univariate_evidence_label,v2_univariate_shape,shap_percentile,gain_percentile,permutation_percentile,method_agreement,v3_broadscreen_best_rank,v3_confirmed_strong_count,v3_confirmed_moderate_count,v3_confirmed_best_incremental_r2,v3_tree_path_cooccurrence,cross_stage_best_evidence_label,n_independent_methods_supporting,is_marginal_evidence,is_nonlinear_evidence,is_conditional_evidence,is_interaction_related_evidence,is_cross_stage_evidence,evidence_tier
THIN_ET_DC_RF_Vp_1,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,22.81,33.47,13.26,moderate_agreement,,1,0,0.1885,False,MODERATE,3,True,True,True,True,True,HIGH_EVIDENCE
THIN_ET_DC_RF_Vt_gd,INCONCLUSIVE,FLAT,False,WEAK,monotonic,58.46,54.32,62.74,high_agreement,,0,0,,False,STRONG,1,False,False,False,False,True,LOW_EVIDENCE
THIN_ET_DC_RF_Vt_gs,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,U_shape,14.53,10.95,35.72,moderate_agreement,,0,0,,False,MODERATE,1,False,True,False,False,True,LOW_EVIDENCE
TOPSIN_ET_ABVIETCH,STRONG,SATURATION,True,MODERATE,threshold,67.44,57.75,65.68,high_agreement,,0,0,,False,WEAK,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_C100C175pf,MODERATE,PROCESS_WINDOW,False,INCONCLUSIVE,complex_nonmonotonic,19.93,24.7,8.0,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_C100C300pf,MODERATE,INVERTED_U,True,MODERATE,threshold,59.02,66.18,66.46,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_C100C385pf,INCONCLUSIVE,FLAT,False,MODERATE,complex_nonmonotonic,26.39,28.98,11.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_C100C450pf,INCONCLUSIVE,FLAT,True,WEAK,threshold,10.32,10.32,31.16,moderate_agreement,124.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
TOPSIN_ET_C100C500pf,STRONG,THRESHOLD,False,MODERATE,complex_nonmonotonic,77.19,72.56,82.25,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_C100Cap1pf,STRONG,INVERTED_U,True,INCONCLUSIVE,complex_nonmonotonic,99.86,99.65,99.72,high_agreement,157.0,18,10,0.1846,True,no_evidence,6,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_C100Cap2pf,STRONG,SATURATION,True,MODERATE,complex_nonmonotonic,98.81,98.67,98.39,high_agreement,93.0,0,0,0.0095,True,no_evidence,6,True,True,False,True,False,HIGH_EVIDENCE
TOPSIN_ET_C100Cap3pf,INCONCLUSIVE,FLAT,True,INCONCLUSIVE,complex_nonmonotonic,77.75,75.93,80.07,high_agreement,74.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
TOPSIN_ET_C100CapFICBRGM,WEAK,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
TOPSIN_ET_C100CapFICM1,MODERATE,THRESHOLD,False,INCONCLUSIVE,inverted_U,31.79,39.23,50.39,moderate_agreement,48.0,2,0,0.2009,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_C100CapM1BRGM,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,14.04,13.68,20.35,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_C100CapPARCAP,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,90.46,83.3,89.47,high_agreement,153.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
TOPSIN_ET_C100CapUSV,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,63.86,74.53,72.28,moderate_agreement,40.0,1,0,0.271,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_C175pf,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,U_shape,90.74,80.14,84.56,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_C175pf_0,STRONG,THRESHOLD,False,WEAK,threshold,40.56,53.12,34.88,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_C300,INCONCLUSIVE,FLAT,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,34.0,2,0,0.1954,True,INCONCLUSIVE,3,False,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_C300_0,WEAK,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,87.51,89.61,91.3,high_agreement,215.0,0,0,,False,INCONCLUSIVE,2,True,True,False,True,False,MEDIUM_EVIDENCE
TOPSIN_ET_C300pf,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,14.11,16.49,33.89,moderate_agreement,87.0,1,0,0.1457,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_C300pf_0,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,inverted_U,70.18,68.14,66.95,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_C385pf,INCONCLUSIVE,FLAT,False,MODERATE,threshold,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_C385pf_0,WEAK,SATURATION,False,WEAK,monotonic,37.68,37.89,10.67,moderate_agreement,,0,0,,False,no_evidence,0,False,False,False,False,False,UNSUPPORTED
TOPSIN_ET_C450pf,INCONCLUSIVE,FLAT,False,WEAK,threshold,30.67,31.65,18.04,high_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
TOPSIN_ET_C450pf_0,STRONG,THRESHOLD,True,STRONG,threshold,39.44,52.14,4.63,low_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_C500pf,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,80.98,70.32,79.44,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_C500pf_0,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,85.19,82.6,86.95,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_Cap_C300,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,86.74,90.53,87.58,high_agreement,101.0,1,0,0.1456,False,INCONCLUSIVE,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_Cap_USV,STRONG,SATURATION,False,MODERATE,monotonic,16.84,11.16,16.91,high_agreement,224.0,0,0,,False,no_evidence,3,True,False,False,True,False,HIGH_EVIDENCE
TOPSIN_ET_Cap1pf,WEAK,INVERTED_U,True,WEAK,complex_nonmonotonic,20.56,22.53,18.95,high_agreement,42.0,1,0,0.175,False,no_evidence,2,False,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_Cap1pf_0,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,89.33,89.75,84.14,high_agreement,160.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
TOPSIN_ET_Cap2pf,STRONG,U_SHAPED,True,WEAK,complex_nonmonotonic,24.91,26.6,32.63,high_agreement,,1,0,0.1501,False,no_evidence,2,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_Cap2pf_0,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,19.51,22.81,35.93,moderate_agreement,206.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
TOPSIN_ET_Cap3pf,MODERATE,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,97.82,98.11,97.68,high_agreement,24.0,1,0,0.1964,False,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_Cap3pf_0,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,98.32,98.04,97.96,high_agreement,199.0,1,0,0.0366,False,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_CapFICBRGM,MODERATE,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,1,0,0.09,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_CapFICBRGM_0,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,72.0,75.86,65.54,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_CapFICM1,WEAK,INVERTED_U,True,WEAK,inverted_U,80.07,71.51,72.56,high_agreement,13.0,3,0,0.2428,False,no_evidence,2,False,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_CapFICM1_0,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,17.47,12.42,14.39,high_agreement,8.0,2,0,0.2156,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_CapM1BRGM,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,22.04,20.42,10.39,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_CapM1BRGM_0,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,18.18,19.51,44.14,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_CapPARCAP,STRONG,COMPLEX_NONLINEAR,False,INCONCLUSIVE,complex_nonmonotonic,47.65,42.88,57.19,high_agreement,47.0,0,1,0.0488,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_CapPARCAP_0,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,93.61,93.26,89.89,high_agreement,6.0,3,0,0.1049,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_CapUSV_0,STRONG,THRESHOLD,True,WEAK,inverted_U,93.19,96.49,92.98,high_agreement,207.0,0,0,,False,no_evidence,4,True,True,False,True,False,HIGH_EVIDENCE
TOPSIN_ET_G_per_6K,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,flat,63.09,49.26,43.72,moderate_agreement,,0,0,,False,MODERATE,1,False,False,False,False,True,LOW_EVIDENCE
TOPSIN_ET_G2_per_6K,WEAK,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,67.23,71.79,70.18,high_agreement,,0,0,,False,INCONCLUSIVE,0,False,True,False,False,False,UNSUPPORTED
TOPSIN_ET_Gate_res,WEAK,PROCESS_WINDOW,True,INCONCLUSIVE,complex_nonmonotonic,42.53,61.54,58.53,moderate_agreement,45.0,1,0,0.187,False,INCONCLUSIVE,2,False,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_GC_Igs,MODERATE,THRESHOLD,False,STRONG,threshold,32.77,29.4,50.11,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_Gm_m2,STRONG,SATURATION,False,WEAK,complex_nonmonotonic,32.21,38.6,18.67,moderate_agreement,151.0,0,0,,False,MODERATE,3,True,True,False,True,True,HIGH_EVIDENCE
TOPSIN_ET_Gm_max,MODERATE,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,62.0,0,0,,False,STRONG,3,True,True,False,True,True,HIGH_EVIDENCE
TOPSIN_ET_HIRS,STRONG,COMPLEX_NONLINEAR,False,INCONCLUSIVE,complex_nonmonotonic,83.58,87.58,87.02,high_agreement,,0,0,,False,MODERATE,2,True,True,False,False,True,MEDIUM_EVIDENCE
TOPSIN_ET_I_5,MODERATE,THRESHOLD,True,STRONG,threshold,17.05,16.35,11.44,high_agreement,135.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
TOPSIN_ET_Ids_m2,STRONG,PROCESS_WINDOW,True,INCONCLUSIVE,complex_nonmonotonic,87.37,89.96,84.63,high_agreement,284.0,0,0,,False,WEAK,2,True,True,False,True,False,MEDIUM_EVIDENCE
TOPSIN_ET_KLV_F_AB_4u,INCONCLUSIVE,FLAT,False,MODERATE,complex_nonmonotonic,58.32,62.18,64.7,high_agreement,281.0,0,0,,False,STRONG,3,True,True,False,True,True,HIGH_EVIDENCE
TOPSIN_ET_KLV_F_AB_4u_FEMSO,INCONCLUSIVE,FLAT,False,STRONG,threshold,60.28,34.6,43.58,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_KLV_F_M1_4u,STRONG,SATURATION,False,MODERATE,threshold,45.54,47.37,57.75,high_agreement,,0,0,,False,WEAK,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_5,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,98.67,93.68,98.53,high_agreement,150.0,1,0,0.1434,False,STRONG,6,True,True,True,True,True,HIGH_EVIDENCE
TOPSIN_ET_lkg_C175pf,STRONG,COMPLEX_NONLINEAR,True,MODERATE,inverted_U,50.95,53.4,58.39,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_C300,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,85.0,0,0,,False,INCONCLUSIVE,2,True,True,False,True,False,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_C300pf,STRONG,THRESHOLD,False,MODERATE,monotonic,78.04,75.51,82.6,high_agreement,68.0,0,0,,False,no_evidence,3,True,False,False,True,False,HIGH_EVIDENCE
TOPSIN_ET_lkg_C385pf,WEAK,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,78.11,81.68,82.95,high_agreement,54.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
TOPSIN_ET_lkg_C450pf,MODERATE,U_SHAPED,True,WEAK,threshold,85.75,84.98,80.91,high_agreement,5.0,21,2,0.1831,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_lkg_C500pf,STRONG,PROCESS_WINDOW,False,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_lkg_Cap_USV,STRONG,THRESHOLD,False,MODERATE,complex_nonmonotonic,59.16,61.12,61.75,high_agreement,5.0,1,0,0.1488,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_lkg_Cap1,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,274.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_Cap2,STRONG,THRESHOLD,False,MODERATE,threshold,15.44,16.21,17.19,high_agreement,149.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
TOPSIN_ET_lkg_Cap3,STRONG,SATURATION,True,WEAK,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,15.0,2,0,0.2299,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_lkg_CapFICBRGM,MODERATE,SATURATION,False,STRONG,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_CapFICM1,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,46.46,60.42,58.25,high_agreement,2.0,9,0,0.271,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_lkg_CapM1BRGM,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_lkg_CapPARCAP,WEAK,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,30.0,1,0,0.1181,False,no_evidence,2,False,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_lkg_SY07_10,WEAK,SATURATION,True,INCONCLUSIVE,inverted_U,59.23,60.84,71.65,moderate_agreement,47.0,1,0,0.2277,False,INCONCLUSIVE,2,False,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_lkg_SY8_80,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,11.44,15.58,16.07,high_agreement,32.0,1,0,0.2238,False,INCONCLUSIVE,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_OHMC,STRONG,THRESHOLD,False,INCONCLUSIVE,inverted_U,65.26,71.44,70.25,high_agreement,112.0,0,0,,False,STRONG,3,True,True,False,True,True,HIGH_EVIDENCE
TOPSIN_ET_OHMC_GN,INCONCLUSIVE,FLAT,False,MODERATE,threshold,26.11,27.72,36.0,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_Probe_Number,STRONG,COMPLEX_NONLINEAR,False,WEAK,complex_nonmonotonic,79.16,79.86,73.05,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_R_f_hr_1,STRONG,THRESHOLD,False,INCONCLUSIVE,U_shape,48.84,54.74,2.6,low_agreement,,0,0,,False,MODERATE,2,True,True,False,False,True,MEDIUM_EVIDENCE
TOPSIN_ET_R_f_hr_2,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,90.18,90.11,90.53,high_agreement,94.0,0,0,,False,MODERATE,4,True,True,False,True,True,HIGH_EVIDENCE
TOPSIN_ET_R_f_hr_3,WEAK,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,97.96,98.25,98.46,high_agreement,,1,1,0.1217,False,MODERATE,4,True,True,True,True,True,HIGH_EVIDENCE
TOPSIN_ET_R_f_tn_1,STRONG,THRESHOLD,False,STRONG,threshold,73.4,56.14,74.67,moderate_agreement,,0,0,,False,STRONG,3,True,True,False,False,True,HIGH_EVIDENCE
TOPSIN_ET_R_f_tn_2,WEAK,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,29.96,26.53,12.21,moderate_agreement,,0,0,,False,MODERATE,1,False,True,False,False,True,LOW_EVIDENCE
TOPSIN_ET_R_f_tn_3,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,54.32,52.07,59.02,high_agreement,,0,0,,False,INCONCLUSIVE,0,False,True,False,False,False,UNSUPPORTED
TOPSIN_ET_R114,STRONG,U_SHAPED,True,MODERATE,complex_nonmonotonic,16.21,22.39,20.28,high_agreement,,0,0,,False,STRONG,3,True,True,False,False,True,HIGH_EVIDENCE
TOPSIN_ET_R214,MODERATE,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,20.7,20.14,5.4,moderate_agreement,,0,0,,False,INCONCLUSIVE,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_R314,STRONG,THRESHOLD,True,INCONCLUSIVE,inverted_U,17.26,20.28,11.65,high_agreement,,0,0,,False,STRONG,2,True,True,False,False,True,MEDIUM_EVIDENCE
TOPSIN_ET_R414,INCONCLUSIVE,FLAT,True,STRONG,threshold,95.79,97.54,97.05,high_agreement,,0,0,,False,no_evidence,3,True,True,False,False,False,HIGH_EVIDENCE
TOPSIN_ET_R514,STRONG,PROCESS_WINDOW,True,STRONG,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,56.0,3,0,0.1457,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_Rc_f_hr_23,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,INCONCLUSIVE,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_Rc_f_tn_23,STRONG,SATURATION,True,MODERATE,complex_nonmonotonic,99.44,99.72,99.79,high_agreement,,1,0,0.1218,True,INCONCLUSIVE,6,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_Rc_OG142_GN,MODERATE,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,15.79,12.84,37.96,moderate_agreement,181.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
TOPSIN_ET_Rc_OG144,STRONG,SATURATION,True,WEAK,complex_nonmonotonic,84.98,89.54,83.23,high_agreement,17.0,1,0,0.0553,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_RGAN1,STRONG,U_SHAPED,True,INCONCLUSIVE,U_shape,22.95,23.09,18.6,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_RGAN2,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,64.7,64.07,68.63,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_RGAN3,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,12.7,14.95,14.67,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_sh_f_hr_23,INCONCLUSIVE,FLAT,True,INCONCLUSIVE,complex_nonmonotonic,27.02,33.96,38.18,high_agreement,,0,0,,False,MODERATE,1,False,True,False,False,True,LOW_EVIDENCE
TOPSIN_ET_sh_f_tn_23,MODERATE,SATURATION,True,WEAK,complex_nonmonotonic,94.95,98.32,96.77,high_agreement,,0,0,,False,WEAK,3,True,True,False,False,False,HIGH_EVIDENCE
TOPSIN_ET_sh_GA142_GN,STRONG,INVERTED_U,True,INCONCLUSIVE,complex_nonmonotonic,72.07,80.21,54.74,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_sh_GA144,STRONG,THRESHOLD,True,MODERATE,threshold,80.35,79.44,77.82,high_agreement,251.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
TOPSIN_ET_TANR,WEAK,SATURATION,False,WEAK,threshold,79.23,69.82,84.98,moderate_agreement,,0,0,,False,MODERATE,1,False,True,False,False,True,LOW_EVIDENCE
TOPSIN_ET_TR_1F,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,77.12,68.21,70.67,high_agreement,232.0,0,0,,False,STRONG,3,True,True,False,True,True,HIGH_EVIDENCE
TOPSIN_ET_Vdg_max,STRONG,THRESHOLD,False,MODERATE,monotonic,76.14,55.37,76.0,moderate_agreement,,0,0,,False,MODERATE,3,True,False,False,False,True,HIGH_EVIDENCE
TOPSIN_ET_Vds_max,STRONG,SATURATION,False,MODERATE,complex_nonmonotonic,88.42,74.25,86.46,moderate_agreement,,0,0,,False,STRONG,3,True,True,False,False,True,HIGH_EVIDENCE
TOPSIN_ET_Vg_gm_max,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,26.32,31.37,7.3,moderate_agreement,,0,0,,False,STRONG,3,True,True,False,False,True,HIGH_EVIDENCE
TOPSIN_ET_Vg_Vds_max,WEAK,INVERTED_U,False,INCONCLUSIVE,inverted_U,49.96,34.11,57.12,moderate_agreement,,0,0,,False,WEAK,0,False,True,False,False,False,UNSUPPORTED
TOPSIN_ET_Vp_1,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,12.42,11.79,32.49,moderate_agreement,,0,0,,False,MODERATE,2,True,True,False,False,True,MEDIUM_EVIDENCE
TOPSIN_ET_DC_PIV_Drain_Lag_0,MODERATE,INVERTED_U,True,WEAK,complex_nonmonotonic,99.72,99.02,99.58,high_agreement,253.0,3,2,0.1217,True,INCONCLUSIVE,6,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Drain_Lag_1,STRONG,THRESHOLD,True,INCONCLUSIVE,inverted_U,41.33,45.33,40.7,high_agreement,1.0,22,5,0.139,False,STRONG,4,True,True,True,True,True,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Gate_Lag_0,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,23.3,30.67,46.39,moderate_agreement,,0,0,,False,MODERATE,2,True,True,False,False,True,MEDIUM_EVIDENCE
TOPSIN_ET_DC_PIV_Gate_Lag_1,STRONG,SATURATION,True,WEAK,complex_nonmonotonic,65.96,69.89,64.77,high_agreement,55.0,0,0,,False,INCONCLUSIVE,2,True,True,False,True,False,MEDIUM_EVIDENCE
TOPSIN_ET_DC_PIV_Ids0_QP1,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,72.7,65.89,69.26,high_agreement,,0,0,,False,INCONCLUSIVE,0,False,True,False,False,False,UNSUPPORTED
TOPSIN_ET_DC_PIV_Ids0_QP2,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,18.95,15.09,19.02,high_agreement,,0,0,,False,MODERATE,1,False,True,False,False,True,LOW_EVIDENCE
TOPSIN_ET_DC_PIV_Ids0_QP3,STRONG,PROCESS_WINDOW,True,INCONCLUSIVE,inverted_U,77.89,86.11,82.32,high_agreement,198.0,1,0,0.1695,False,MODERATE,4,True,True,True,True,True,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Ids1_QP1,STRONG,COMPLEX_NONLINEAR,False,STRONG,complex_nonmonotonic,73.12,76.56,73.54,high_agreement,45.0,1,0,0.187,False,INCONCLUSIVE,4,True,True,True,True,False,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Ids1_QP2,INCONCLUSIVE,FLAT,False,MODERATE,threshold,45.82,56.35,0.42,low_agreement,,0,0,,False,WEAK,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_DC_PIV_Ids1_QP3,WEAK,THRESHOLD,False,WEAK,complex_nonmonotonic,83.51,85.26,85.26,high_agreement,,0,0,,False,INCONCLUSIVE,0,False,True,False,False,False,UNSUPPORTED
TOPSIN_ET_DC_RF_Gm_0,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,INCONCLUSIVE,1,True,True,False,False,False,LOW_EVIDENCE
TOPSIN_ET_DC_RF_Gm_m0p2,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,73.96,81.82,74.32,high_agreement,,0,0,,False,INCONCLUSIVE,2,True,True,False,False,False,MEDIUM_EVIDENCE
TOPSIN_ET_DC_RF_Gm_max,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,85.12,85.68,76.49,high_agreement,,0,0,,False,STRONG,2,True,True,False,False,True,MEDIUM_EVIDENCE
